{
1: EpochData(learningRate=1.0, error={
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 372,
':meta:global_train_step': 82824,
':meta:global_train_step_end': 83317,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-07-15-41 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5445294462357604,
'dev_loss_ctc_4': 0.9274192810637762,
'dev_loss_ctc_8': 0.6828569421932528,
'dev_loss_fer': 0.1140970166249146,
'devtrain_loss_ce': 0.38937157535361144,
'devtrain_loss_ctc_4': 0.7220081647854912,
'devtrain_loss_ctc_8': 0.4748065955379341,
'devtrain_loss_fer': 0.0791739115611469,
'train_loss_ce': 1.0944425719680586,
'train_loss_ctc_4': 1.5796452036679511,
'train_loss_ctc_8': 1.2755814102360445,
'train_loss_fer': 0.2189364371595893,
}),
173: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00014747470000000003,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 371,
':meta:global_train_step': 83317,
':meta:global_train_step_end': 83810,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-07-22-42 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5461278695465809,
'dev_loss_ctc_4': 0.9146195374253326,
'dev_loss_ctc_8': 0.6807415789554451,
'dev_loss_fer': 0.11288241099218098,
'devtrain_loss_ce': 0.3885792183431406,
'devtrain_loss_ctc_4': 0.7093785304710407,
'devtrain_loss_ctc_8': 0.4678706705970552,
'devtrain_loss_fer': 0.07698339640653233,
'train_loss_ce': 1.0984330065282055,
'train_loss_ctc_4': 1.5857884022818332,
'train_loss_ctc_8': 1.2818691090564736,
'train_loss_fer': 0.2199365241500073,
}),
174: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00014828815000000002,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 372,
':meta:global_train_step': 83810,
':meta:global_train_step_end': 84301,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-07-29-42 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.563181155679764,
'dev_loss_ctc_4': 0.9112812919967096,
'dev_loss_ctc_8': 0.6696566669832174,
'dev_loss_fer': 0.11280649814013513,
'devtrain_loss_ce': 0.4046367965073449,
'devtrain_loss_ctc_4': 0.7043975515860792,
'devtrain_loss_ctc_8': 0.4613280115384101,
'devtrain_loss_fer': 0.07536394940506631,
'train_loss_ce': 1.0849282093873338,
'train_loss_ctc_4': 1.5666671677398194,
'train_loss_ctc_8': 1.2604296605090346,
'train_loss_fer': 0.21684771544743778,
}),
175: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001490983,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 371,
':meta:global_train_step': 84301,
':meta:global_train_step_end': 84793,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-07-36-44 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.556740420005646,
'dev_loss_ctc_4': 0.9040335736078887,
'dev_loss_ctc_8': 0.6651277735991113,
'dev_loss_fer': 0.11188036134517573,
'devtrain_loss_ce': 0.39498068873334674,
'devtrain_loss_ctc_4': 0.7042943665676553,
'devtrain_loss_ctc_8': 0.4609330026343648,
'devtrain_loss_fer': 0.07615662609525757,
'train_loss_ce': 1.0892656443958564,
'train_loss_ctc_4': 1.5710805129083505,
'train_loss_ctc_8': 1.267834262627078,
'train_loss_fer': 0.21798763700968338,
}),
176: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00014991009999999999,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 372,
':meta:global_train_step': 84793,
':meta:global_train_step_end': 85286,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-07-43-44 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.546507708101295,
'dev_loss_ctc_4': 0.9069556151491213,
'dev_loss_ctc_8': 0.6638964739962897,
'dev_loss_fer': 0.11238138616867836,
'devtrain_loss_ce': 0.3845640270088401,
'devtrain_loss_ctc_4': 0.7039539282144158,
'devtrain_loss_ctc_8': 0.45800470232065355,
'devtrain_loss_fer': 0.07583273669496438,
'train_loss_ce': 1.0961208592742662,
'train_loss_ctc_4': 1.5693558618234331,
'train_loss_ctc_8': 1.2679184062697004,
'train_loss_fer': 0.21855993972929383,
}),
177: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00015072354999999998,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 372,
':meta:global_train_step': 85286,
':meta:global_train_step_end': 85779,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-07-50-45 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5377557513437464,
'dev_loss_ctc_4': 0.9002663501382444,
'dev_loss_ctc_8': 0.6623656814194102,
'dev_loss_fer': 0.11113641539512639,
'devtrain_loss_ce': 0.3753993111844157,
'devtrain_loss_ctc_4': 0.6969913049446671,
'devtrain_loss_ctc_8': 0.4535273584162501,
'devtrain_loss_fer': 0.07521052811019058,
'train_loss_ce': 1.1062698277958911,
'train_loss_ctc_4': 1.5693044407709098,
'train_loss_ctc_8': 1.264737776688455,
'train_loss_fer': 0.21982614479649584,
}),
178: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00015153699999999998,
':meta:epoch_num_train_steps': 490,
':meta:epoch_train_time_secs': 367,
':meta:global_train_step': 85779,
':meta:global_train_step_end': 86269,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-07-57-47 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.529902009407263,
'dev_loss_ctc_4': 0.8953872628538844,
'dev_loss_ctc_8': 0.654367614250325,
'dev_loss_fer': 0.10978516662871024,
'devtrain_loss_ce': 0.3764765530277,
'devtrain_loss_ctc_4': 0.6950811127490366,
'devtrain_loss_ctc_8': 0.45178468281603923,
'devtrain_loss_fer': 0.07382121305103816,
'train_loss_ce': 1.0688308285677903,
'train_loss_ctc_4': 1.5548053578988599,
'train_loss_ctc_8': 1.2516425702526204,
'train_loss_fer': 0.21439539206394687,
}),
179: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00015234550000000003,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 376,
':meta:global_train_step': 86269,
':meta:global_train_step_end': 86761,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-08-04-44 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.554970975936812,
'dev_loss_ctc_4': 0.8902941313508811,
'dev_loss_ctc_8': 0.6562419097027004,
'dev_loss_fer': 0.10981553176952859,
'devtrain_loss_ce': 0.39090236494614405,
'devtrain_loss_ctc_4': 0.6915916855671513,
'devtrain_loss_ctc_8': 0.4493506892858698,
'devtrain_loss_fer': 0.07415362585660223,
'train_loss_ce': 1.0837048025195901,
'train_loss_ctc_4': 1.554914275988498,
'train_loss_ctc_8': 1.2543766138900085,
'train_loss_fer': 0.21588046168944355,
}),
180: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001531573,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 371,
':meta:global_train_step': 86761,
':meta:global_train_step_end': 87254,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-08-11-47 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5302256653160999,
'dev_loss_ctc_4': 0.8891740007081246,
'dev_loss_ctc_8': 0.655198259497706,
'dev_loss_fer': 0.11052911257875958,
'devtrain_loss_ce': 0.36908929364492904,
'devtrain_loss_ctc_4': 0.6879187320525718,
'devtrain_loss_ctc_8': 0.4478124198641755,
'devtrain_loss_fer': 0.07370188537724592,
'train_loss_ce': 1.0797171155016252,
'train_loss_ctc_4': 1.5557881650498766,
'train_loss_ctc_8': 1.2519980499265349,
'train_loss_fer': 0.21464439733937576,
}),
181: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00015397075,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 371,
':meta:global_train_step': 87254,
':meta:global_train_step_end': 87747,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-08-18-49 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5411711189294924,
'dev_loss_ctc_4': 0.886253099898348,
'dev_loss_ctc_8': 0.652620290734362,
'dev_loss_fer': 0.10928414180520762,
'devtrain_loss_ce': 0.38201169397677254,
'devtrain_loss_ctc_4': 0.680522449326025,
'devtrain_loss_ctc_8': 0.44104559587117925,
'devtrain_loss_fer': 0.07199720432307115,
'train_loss_ce': 1.0324494626840572,
'train_loss_ctc_4': 1.5245802698288513,
'train_loss_ctc_8': 1.2146963606561871,
'train_loss_fer': 0.20648739124836757,
}),
182: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001547842,
':meta:epoch_num_train_steps': 494,
':meta:epoch_train_time_secs': 374,
':meta:global_train_step': 87747,
':meta:global_train_step_end': 88241,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-08-25-50 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5349892727689628,
'dev_loss_ctc_4': 0.8847789060424258,
'dev_loss_ctc_8': 0.6478261281732165,
'dev_loss_fer': 0.10799362332042815,
'devtrain_loss_ce': 0.37706598936891644,
'devtrain_loss_ctc_4': 0.6775714403071635,
'devtrain_loss_ctc_8': 0.4380356799462486,
'devtrain_loss_fer': 0.07183525962292456,
'train_loss_ce': 1.0341036640690917,
'train_loss_ctc_4': 1.5184926351164236,
'train_loss_ctc_8': 1.2125520003672423,
'train_loss_fer': 0.20660062257579284,
}),
183: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00015559930000000002,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 370,
':meta:global_train_step': 88241,
':meta:global_train_step_end': 88732,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-08-32-53 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5075740268921278,
'dev_loss_ctc_4': 0.8867009820187363,
'dev_loss_ctc_8': 0.6429602621610313,
'dev_loss_fer': 0.106642374554012,
'devtrain_loss_ce': 0.35510220351584476,
'devtrain_loss_ctc_4': 0.6807807926785214,
'devtrain_loss_ctc_8': 0.4362816022626012,
'devtrain_loss_fer': 0.07093177866421192,
'train_loss_ce': 1.0375072219013068,
'train_loss_ctc_4': 1.5242412886183416,
'train_loss_ctc_8': 1.2163701606310564,
'train_loss_fer': 0.2079398400732613,
}),
184: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00015640945,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 370,
':meta:global_train_step': 88732,
':meta:global_train_step_end': 89224,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-08-39-59 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5197452284250337,
'dev_loss_ctc_4': 0.8812196422725461,
'dev_loss_ctc_8': 0.6406711704338419,
'dev_loss_fer': 0.10673346997646702,
'devtrain_loss_ce': 0.36445080853155576,
'devtrain_loss_ctc_4': 0.6755281635451027,
'devtrain_loss_ctc_8': 0.4334783458810511,
'devtrain_loss_fer': 0.07169036173331969,
'train_loss_ce': 1.030439437080547,
'train_loss_ctc_4': 1.519438480909276,
'train_loss_ctc_8': 1.2109141320376386,
'train_loss_fer': 0.20604540120584308,
}),
185: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00015722125,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 379,
':meta:global_train_step': 89224,
':meta:global_train_step_end': 89715,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-08-46-59 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5335350829503589,
'dev_loss_ctc_4': 0.8772966890357525,
'dev_loss_ctc_8': 0.6388618943577773,
'dev_loss_fer': 0.10598952402641768,
'devtrain_loss_ce': 0.38203499652146844,
'devtrain_loss_ctc_4': 0.6734194718325428,
'devtrain_loss_ctc_8': 0.43581717890001725,
'devtrain_loss_fer': 0.07059084245337698,
'train_loss_ce': 1.0419599458185524,
'train_loss_ctc_4': 1.534603516843719,
'train_loss_ctc_8': 1.2275545880242995,
'train_loss_fer': 0.20899236677753583,
}),
186: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00015803140000000002,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 369,
':meta:global_train_step': 89715,
':meta:global_train_step_end': 90206,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-08-54-08 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.529092575185601,
'dev_loss_ctc_4': 0.8815865871331274,
'dev_loss_ctc_8': 0.6434120376877657,
'dev_loss_fer': 0.10731040765201548,
'devtrain_loss_ce': 0.3767410015085262,
'devtrain_loss_ctc_4': 0.6717429106285332,
'devtrain_loss_ctc_8': 0.4344486474446232,
'devtrain_loss_fer': 0.07056527223756436,
'train_loss_ce': 1.0273237251691558,
'train_loss_ctc_4': 1.5158243436722127,
'train_loss_ctc_8': 1.2113066361562745,
'train_loss_fer': 0.20514348785871964,
}),
187: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00015884155,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 369,
':meta:global_train_step': 90206,
':meta:global_train_step_end': 90697,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-09-01-12 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.512454800716902,
'dev_loss_ctc_4': 0.8724158392239927,
'dev_loss_ctc_8': 0.6395853215050138,
'dev_loss_fer': 0.10618689744173689,
'devtrain_loss_ce': 0.36797123970415924,
'devtrain_loss_ctc_4': 0.6666658592737845,
'devtrain_loss_ctc_8': 0.4282528905643207,
'devtrain_loss_fer': 0.07146022979100611,
'train_loss_ce': 1.059892810637099,
'train_loss_ctc_4': 1.5264309550924584,
'train_loss_ctc_8': 1.222732432190896,
'train_loss_fer': 0.2096810709624931,
}),
188: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00015965170000000002,
':meta:epoch_num_train_steps': 494,
':meta:epoch_train_time_secs': 372,
':meta:global_train_step': 90697,
':meta:global_train_step_end': 91191,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-09-08-10 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5158423524325324,
'dev_loss_ctc_4': 0.8830764760082769,
'dev_loss_ctc_8': 0.6462747255164742,
'dev_loss_fer': 0.10617171487132772,
'devtrain_loss_ce': 0.3622549303529582,
'devtrain_loss_ctc_4': 0.6710975893820544,
'devtrain_loss_ctc_8': 0.43473799894965676,
'devtrain_loss_fer': 0.07026695305308377,
'train_loss_ce': 1.0415534090863867,
'train_loss_ctc_4': 1.523127076009549,
'train_loss_ctc_8': 1.2195035339256852,
'train_loss_fer': 0.2080901003009579,
}),
189: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001604668,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 372,
':meta:global_train_step': 91191,
':meta:global_train_step_end': 91684,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-09-15-11 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5159354814335253,
'dev_loss_ctc_4': 0.8629020823547692,
'dev_loss_ctc_8': 0.6287646079419966,
'dev_loss_fer': 0.10419798071813557,
'devtrain_loss_ce': 0.3632096120896713,
'devtrain_loss_ctc_4': 0.6569799674422566,
'devtrain_loss_ctc_8': 0.4202294180759085,
'devtrain_loss_fer': 0.06845999113565852,
'train_loss_ce': 1.0367350653893468,
'train_loss_ctc_4': 1.5179319263360804,
'train_loss_ctc_8': 1.2117939037116567,
'train_loss_fer': 0.2070584488325609,
}),
190: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00016128025,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 372,
':meta:global_train_step': 91684,
':meta:global_train_step_end': 92177,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-09-22-12 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5030327633827538,
'dev_loss_ctc_4': 0.8595309790415291,
'dev_loss_ctc_8': 0.6242601179636793,
'dev_loss_fer': 0.10381841645790632,
'devtrain_loss_ce': 0.3506116044781039,
'devtrain_loss_ctc_4': 0.6552859687369486,
'devtrain_loss_ctc_8': 0.4194051924568263,
'devtrain_loss_fer': 0.067684361256009,
'train_loss_ce': 1.0242176867148802,
'train_loss_ctc_4': 1.5025927779158557,
'train_loss_ctc_8': 1.196147742024783,
'train_loss_fer': 0.2048993773158244,
}),
191: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001620937,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 371,
':meta:global_train_step': 92177,
':meta:global_train_step_end': 92669,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-09-29-13 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.4959502967643926,
'dev_loss_ctc_4': 0.8609120239730415,
'dev_loss_ctc_8': 0.6221372922478744,
'dev_loss_fer': 0.10296819251499278,
'devtrain_loss_ce': 0.34400299931681244,
'devtrain_loss_ctc_4': 0.6561148100733932,
'devtrain_loss_ctc_8': 0.41488098048809413,
'devtrain_loss_fer': 0.06762469741911288,
'train_loss_ce': 1.0114529890249853,
'train_loss_ctc_4': 1.4984088671358742,
'train_loss_ctc_8': 1.1913988036851695,
'train_loss_fer': 0.20230733225033729,
}),
192: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001629055,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 371,
':meta:global_train_step': 92669,
':meta:global_train_step_end': 93160,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-09-36-14 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.505293778845401,
'dev_loss_ctc_4': 0.8569018617701097,
'dev_loss_ctc_8': 0.6282786327116783,
'dev_loss_fer': 0.1039854247324072,
'devtrain_loss_ce': 0.34941853739181267,
'devtrain_loss_ctc_4': 0.6507171935712616,
'devtrain_loss_ctc_8': 0.4120086784892124,
'devtrain_loss_fer': 0.06764174422965463,
'train_loss_ce': 1.0078368532760766,
'train_loss_ctc_4': 1.4867566906011784,
'train_loss_ctc_8': 1.182308260081228,
'train_loss_fer': 0.20096614627851703,
}),
193: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00016371565000000002,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 372,
':meta:global_train_step': 93160,
':meta:global_train_step_end': 93652,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-09-43-16 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5014893486262146,
'dev_loss_ctc_4': 0.8524371926789764,
'dev_loss_ctc_8': 0.6185897049903508,
'dev_loss_fer': 0.10123737948834738,
'devtrain_loss_ce': 0.3458922952794585,
'devtrain_loss_ctc_4': 0.6427597613466501,
'devtrain_loss_ctc_8': 0.4060843999222206,
